the_geom,OBJECTID,CNN,STREET,ST_TYPE,STREET_GC,FROM_ST,TO_ST,SPEEDLIMIT,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,SHAPE.LEN,SCHOOLZONE,SCHOOLZONE_LIMIT,Status,MTAB_MOTION,MTAB_DATE,MTAB_RESO_TEXT,WorkOrder
"MULTILINESTRING ((-122.453741878218 37.742213729204, -122.4539772556 37.741869209532))",11939,3914000,CHAVES,AVE,,AGUA WAY,DEL SUR AVE,0,,,,,142.73046603013401,,,,,,,
"MULTILINESTRING ((-122.438623594325 37.71079615927, -122.438320669099 37.710478402498, -122.438005664606 37.710290718213, -122.437578021779 37.710118603499))",14767,4555000,CURTIS,ST,,NAPLES ST,PRAGUE ST,0,,,,,397.74546629984002,,,,,,,
"MULTILINESTRING ((-122.458009870501 37.797317489187, -122.457459696921 37.798037285973))",2502,19547000,MESA,ST,,MORAGA AVE,PENA ST,0,,,,,306.55728676698004,,,,,,,
"MULTILINESTRING ((-122.470859219652 37.782657341842, -122.471928255447 37.782601155136))",2608,4161000,CLEMENT,ST,,12TH AVE,FUNSTON AVE,0,,,,,309.64321846016304,,,,,,,
"MULTILINESTRING ((-122.409584938125 37.747558155748, -122.408676395216 37.747957848852))",5313,10750000,PRECITA,AVE,,FLORIDA ST,BRYANT ST,0,,,,,300.32986250689902,,,,,,,
"MULTILINESTRING ((-122.430561288071 37.710457703831, -122.430654128063 37.710310377553, -122.430689604036 37.710171383874))",13654,2700000,BALTIMORE,WAY,,START: 1-4 BLOCK,SOUTH HILL BLVD,0,,,,,111.63972623605301,,,,,,,
"MULTILINESTRING ((-122.406490130674 37.714579829292, -122.406779730762 37.71390560614))",16205,11208000,RUTLAND,ST,,TEDDY AVE,ARLETA AVE,0,,,,,259.41516582477601,,,,,,,
"MULTILINESTRING ((-122.403841213957 37.792722078615, -122.404029328616 37.793651255636))",6293,12052000,SPRING,ST,,CALIFORNIA ST,SACRAMENTO ST,0,,,,,342.699319844191,,,,,,,
"MULTILINESTRING ((-122.413874069577 37.802730129034, -122.41469442428 37.802626095103))",7778,8445000,LOMBARD,ST,,JANSEN ST,TAYLOR ST,0,,,,,240.03847723499203,,,,,,,
"MULTILINESTRING ((-122.364515735937 37.730174398429, -122.364043234622 37.729910919162))",635,19817000,UNNAMED #095,,,UNNAMED #097,UNNAMED #101,0,,,,,166.97436396622501,,,,,,,
"MULTILINESTRING ((-122.399435537797 37.710664798502, -122.398575552872 37.71046012492))",10139,8162000,LATHROP,AVE,,PENINSULA AVE,TOCOLOMA AVE,0,,,,,259.71299703522897,,,,,,,
"MULTILINESTRING ((-122.412670195987 37.739316411785, -122.412004847576 37.739714951063))",7606,4432000,CORTLAND,AVE,,BANKS ST,PRENTISS ST,25,,,,,241.00253639729701,,,,,,,
"MULTILINESTRING ((-122.450797681743 37.742734871118, -122.450670014784 37.742683377382, -122.450584378149 37.742633539278, -122.45035479497 37.742479804403, -122.449493471717 37.74206323375, -122.449221770335 37.741966056208, -122.449094895608 37.74190086703))",11429,8690101,MARIETTA,DR,,TERESITA BLVD,ENCLINE CT,0,,,,,580.44595945086201,,,,,,,
"MULTILINESTRING ((-122.415977205705 37.709000277277, -122.416821652279 37.709237758105))",13559,13193000,VELASCO,AVE,,SAWYER ST,PUEBLO ST,0,,,,,259.15276167197607,,,,,,,
"MULTILINESTRING ((-122.40755908291 37.733707566553, -122.409706404023 37.733050873147))",14794,6033000,GAVEN,ST,,BARNEVELD AVE,MERRILL ST,0,,,,,665.46807588711613,,,,,,,
"MULTILINESTRING ((-122.457003213616 37.798634496157, -122.455970585729 37.799987134587))",14885,19549000,MESA,ST,,PRESIDIO BLVD,CANBY ST,0,,,,,575.88954540947805,,,,,,,
"MULTILINESTRING ((-122.411011239227 37.790838180447, -122.412279403491 37.790677729551))",6144,10470000,PINE,ST,,VINE TER,TAYLOR ST,30,,,,,371.10578282950604,,,,,,,
"MULTILINESTRING ((-122.411631716139 37.736969232644, -122.411011298236 37.736933978862))",4220,12639000,TOMPKINS,AVE,,NEVADA ST,PUTNAM ST,0,,,,,179.87855699099299,,,,,,,
"MULTILINESTRING ((-122.404348172577 37.800576116399, -122.404442876016 37.801042510155))",7438,9314000,MONTGOMERY,ST,,MONTAGUE PL,UNION ST,0,,,,,172.02812266103999,,,,,,,
"MULTILINESTRING ((-122.467040721953 37.711499905594, -122.467256945173 37.711612825747, -122.46784618031 37.712239332084))",15576,10891000,RALSTON,ST,,ALEMANY BLVD,END: 1-4 BLOCK,0,,,,,359.64410084456205,,,,,,,
"MULTILINESTRING ((-122.454168339678 37.716880039204, -122.454206078698 37.716787020261, -122.454351265149 37.716681664058, -122.454520752979 37.716630406195, -122.45595326332 37.716614247751, -122.456100133631 37.716635415671))",13029,9253000,MONTANA,ST,,SUMMIT ST,PLYMOUTH AVE,0,,,,,602.53671308836795,,,,,,,
"MULTILINESTRING ((-122.410904970389 37.735742444423, -122.409880814621 37.735683200667))",10743,9906000,OGDEN,AVE,,START: 1-22 BLOCK,BRADFORD ST,0,,,,,296.96721058245902,,,,,,,
"MULTILINESTRING ((-122.435785629173 37.798492137607, -122.435879540138 37.798956795283))",12115,5564000,FILLMORE,ST,,PIXLEY ST,GREENWICH ST,0,,,,,171.36763012270401,,,,,,,
"MULTILINESTRING ((-122.404985073803 37.759507442691, -122.405947244664 37.759450751204))",6378,1043000,20TH,ST,,SAN BRUNO AVE,UTAH ST,0,,,,,278.93276296610202,,,,,,,
"MULTILINESTRING ((-122.404081705549 37.796068984326, -122.404425375848 37.796307045442))",5493,4287000,COLUMBUS,AVE,,ILS LN,JACKSON ST,0,,,,,131.82244043526802,,,,,,,
"MULTILINESTRING ((-122.416064640982 37.804360893445, -122.416831564128 37.804892107591))",7770,4304000,COLUMBUS,AVE,,FRANCISCO ST,JONES ST,25,,,,,294.14331222804901,,,,,,,
"MULTILINESTRING ((-122.447822714453 37.737323417538, -122.448014084439 37.736606978257))",16191,6031000,GATUN,ALY,,MOLIMO DR,FOERSTER ST,0,,,,,266.69466861944602,,,,,,,
"MULTILINESTRING ((-122.429637410361 37.738585015455, -122.429547321556 37.73850183553, -122.429293973694 37.738347251744, -122.429287208333 37.738063402031))",10641,2242000,AMATISTA,LN,,EVERSON ST,END: 1-99 BLOCK,0,,,,,235.72679286198502,,,,,,,
"MULTILINESTRING ((-122.403912386295 37.745625252808, -122.403953834141 37.745393960468, -122.40400360418 37.745235833996, -122.404487500668 37.743966182051, -122.4049328185 37.74335005156, -122.405055418684 37.743185487106, -122.405255596413 37.743056148101))",15664,2799106,BAY SHORE,BLVD,,BAY SHORE BLVD,OAKDALE AVE,35,,,,,1030.41856568192,,,,,,,
"MULTILINESTRING ((-122.410257327261 37.763034276522, -122.4101314039 37.761764363768))",3668,3307000,BRYANT,ST,,MARIPOSA ST,18TH ST,0,,,,,463.86782964889505,,,,,,,
"MULTILINESTRING ((-122.450131439885 37.722087733006, -122.450940446945 37.720817631287))",11330,7061000,HOWTH,ST,,GENEVA AVE,NIAGARA AVE,0,,,,,518.33199748771506,,,,,,,
"MULTILINESTRING ((-122.411606055458 37.749441174063, -122.412700404322 37.749374765144))",7863,1515000,26TH,ST,,HARRISON ST,TREAT AVE,0,,,,,317.34660592839805,,,,,,,
"MULTILINESTRING ((-122.424574786838 37.731360664722, -122.423292718434 37.731302068062, -122.422697573429 37.731331905891, -122.421778955202 37.731437450134, -122.419820710982 37.731690673874))",1234,19284000,I-280 N OFF,RAMP,,I-280 NORTHBOUND,ALEMANY BLVD,99,,,,,1386.1216574646801,,,,,,,
"MULTILINESTRING ((-122.412575377567 37.741778907365, -122.413019785011 37.741798467897, -122.413203435831 37.741766201534))",12464,3896000,CHAPMAN,ST,,BANKS ST,FOLSOM ST,0,,,,,183.09910432080102,,,,,,,
"MULTILINESTRING ((-122.422391532825 37.733847735867, -122.422350220248 37.733673432878, -122.422275782578 37.733480669436, -122.422040540538 37.733145384026))",11651,7720000,JUSTIN,DR,,MURRAY ST,BENTON AVE,0,,,,,277.77652222862702,,,,,,,
"MULTILINESTRING ((-122.448878677182 37.795118891535, -122.448967596853 37.795146519226, -122.44939899277 37.795304519955, -122.449723108937 37.79540943104, -122.450032858939 37.795491852506, -122.450384273508 37.79557720744, -122.450471214059 37.795584369717, -122.450537952489 37.795544736439, -122.450673794521 37.795383446844, -122.450756462644 37.79529755203))",15233,19680000,SHAFTER,RD,,RAWLES ST,PRESIDIO BLVD,0,,,,,625.98720777221206,,,,,,,
"MULTILINESTRING ((-122.477522574338 37.784227432291, -122.477387535854 37.782365509221))",4406,828000,18TH,AVE,,CALIFORNIA ST,CLEMENT ST,0,,,,,679.14168299548805,,,,,,,
"MULTILINESTRING ((-122.370466739105 37.719949789378, -122.368342790898 37.718806287152))",1104,19401000,J,ST,,MANSEAU ST,I ST,0,,,,,742.19026360366502,,,,,,,
"MULTILINESTRING ((-122.455605450332 37.711481601899, -122.455954974821 37.711480802737, -122.456050810503 37.71141290185))",10868,11280000,SAGAMORE,ST,,SAN JOSE AVE,PLYMOUTH AVE,0,,,,,138.26316602716801,,,,,,,
"MULTILINESTRING ((-122.414222992724 37.735934317899, -122.413597203035 37.735898137287))",16355,9912000,OGDEN,AVE,,GATES ST,FOLSOM ST,0,,,,,181.45481046560701,,,,,,,
"MULTILINESTRING ((-122.433005063877 37.712731181949, -122.433444872971 37.712115322524))",10593,9452000,MUNICH,ST,,SOUTH HILL BLVD,ROLPH ST,0,,,,,257.83998264208299,,,,,,,
"MULTILINESTRING ((-122.427584860677 37.717002317166, -122.42686078271 37.716656340289))",13921,11200000,RUSSIA,AVE,,DUBLIN ST,LA GRANDE AVE,0,,,,,244.42492097831101,,,,,,,
"MULTILINESTRING ((-122.444606081171 37.775091029536, -122.446296893509 37.774876045251))",2298,6568000,GROVE,ST,,CENTRAL AVE,MASONIC AVE,0,,,,,494.94955810997698,,,,,,,
"MULTILINESTRING ((-122.398073152722 37.779571857293, -122.397552118959 37.779137169717))",1550,262000,04TH,ST,,BRYANT ST,WELSH ST,25,,,,,218.48197101204701,,,,,,,
"MULTILINESTRING ((-122.46656634393 37.772071843127, -122.46736857682 37.771572136378, -122.467738031911 37.771314186545, -122.469306512421 37.770177399035))",5856,12012000,SOUTH TEA GARDEN,DR,,CONCOURSE DR,CONCOURSE DR,0,,,,,1050.9287725919601,,,,,,,
"MULTILINESTRING ((-122.411713145387 37.781182163691, -122.411998584084 37.780956708774))",6802,8750202,MARKET,ST,,MCALLISTER ST,JONES ST,0,,,,,116.38796926944501,,,,,,,
"MULTILINESTRING ((-122.409775047577 37.736863337832, -122.409151686533 37.736827712872))",13826,12642000,TOMPKINS,AVE,,BRADFORD ST,PERALTA AVE,0,,,,,180.737440073719,,,,,,,
"MULTILINESTRING ((-122.405697506059 37.803749848585, -122.40574070887 37.803791214979, -122.405802901297 37.80387934886, -122.405967684687 37.804669315014))",8657,13691000,WINTHROP,ST,,LOMBARD ST,CHESTNUT ST,0,,,,,347.92625411837997,,,,,,,
"MULTILINESTRING ((-122.406649010256 37.756171927478, -122.407615078586 37.75611372727))",3714,1179000,22ND,ST,,POTRERO AVE,HAMPSHIRE ST,0,,,,,280.10999724615806,,,,,,,
"MULTILINESTRING ((-122.444841086454 37.798844572657, -122.44494463847 37.798764821986, -122.44598710915 37.798630963241))",9591,8466000,LOMBARD,ST,,RICHARDSON AVE,BAKER ST,0,,,,,346.83968064991404,,,,,,,
"MULTILINESTRING ((-122.431826413138 37.787235824968, -122.431923072964 37.787701785386))",12892,13542000,WEBSTER,ST,,BUSH ST,WILMOT ST,0,,,,,171.963645214628,,,,,,,
"MULTILINESTRING ((-122.435470900032 37.732098423883, -122.43516698741 37.732120788501, -122.434657646106 37.732327079263, -122.434349323468 37.732330311023, -122.434080576598 37.732229722001, -122.433780730652 37.732154988469, -122.433391555728 37.732199586059, -122.433033411917 37.732409250706, -122.432318595034 37.732896258269, -122.431274775175 37.733510378029))",11228,11475000,SAN JOSE AV ON,RAMP,,MONTEREY BLVD,SAN JOSE AVE,99,,,,,1410.07437738974,,,,,,,
"MULTILINESTRING ((-122.403876233138 37.798227918561, -122.404066346924 37.79917716509))",3348,9311000,MONTGOMERY,ST,,BROADWAY,VALLEJO ST,0,,,,,350.00692647201902,,,,,,,
"MULTILINESTRING ((-122.466957287099 37.731793243323, -122.466998524951 37.731078400472, -122.46703837583 37.730819308855, -122.46711328227 37.730495788657))",9027,11344000,SAN BENITO,WAY,,DARIEN WAY,UPLAND DR,0,,,,,475.41378789050498,,,,,,,
"MULTILINESTRING ((-122.402927695762 37.788116528917, -122.403416328005 37.787730233848, -122.403444014826 37.787646794665))",11000,8744202,MARKET,ST,,GEARY ST,03RD ST,0,,,,,230.740674799354,,,,,,,
"MULTILINESTRING ((-122.446957728315 37.716191828459, -122.447366574609 37.716519466776))",16495,10061000,OTTAWA,AVE,,CAYUGA AVE,DELANO AVE,0,,,,,167.99316672984,,,,,,,
"MULTILINESTRING ((-122.404537718073 37.791657002502, -122.405454273806 37.791541092475))",11885,10463000,PINE,ST,,SAINT GEORGE ALY,QUINCY ST,30,,,,,268.207702039249,,,,,,,
"MULTILINESTRING ((-122.441551292658 37.749235758296, -122.44152067829 37.748906224827))",4886,5740000,FOUNTAIN,ST,,25TH ST,END: 100-199 BLOCK,0,,,,,120.324971192737,,,,,,,
"MULTILINESTRING ((-122.441077031391 37.734978000958, -122.440326228303 37.734808361373, -122.439947599426 37.734861748731))",7334,4342000,CONGO,ST,,MARTHA AVE,BOSWORTH ST,0,,,,,336.96044981918402,,,,,,,
"MULTILINESTRING ((-122.473176447025 37.803244256417, -122.472954494317 37.803209091504, -122.472080653093 37.803121174976, -122.47191262467 37.803104997289, -122.471767421003 37.80304666494, -122.471452828099 37.802740529984, -122.471314981002 37.802598529586, -122.471157888121 37.802453053898, -122.470997602173 37.802329150999))",2485,19863000,BATTERY WAGNER,RD,,STOREY AVE,STOREY AVE,0,,,,,759.35971201132713,,,,,,,
"MULTILINESTRING ((-122.408322771508 37.77479206566, -122.409075588967 37.774199701115))",8286,6893000,HERON,ST,,BERWICK PL,08TH ST,0,,,,,306.397975361688,,,,,,,
"MULTILINESTRING ((-122.442040268147 37.732361779174, -122.444327563113 37.732351840537))",14121,7609000,JOOST,AVE,,CONGO ST,DETROIT ST,0,,,,,661.51802882068807,,,,,,,
"MULTILINESTRING ((-122.456838538117 37.729572968458, -122.457194413467 37.729392024556, -122.45750460867 37.729190490038))",14949,9271000,MONTECITO,AVE,,NORTHWOOD DR,EASTWOOD DR,0,,,,,238.11832468546899,,,,,,,
"MULTILINESTRING ((-122.413762824848 37.770352289473, -122.413553163378 37.770259554021, -122.413059293261 37.770056663841))",4531,547000,12TH,ST,,BERNICE ST,HARRISON ST,0,,,,,230.12316927164403,,,,,,,
"MULTILINESTRING ((-122.438861331362 37.708349103843, -122.43917419957 37.708493340131, -122.439561915203 37.708759056143, -122.440037777124 37.708973517783))",15526,10545000,POLARIS,WAY,,START: 300-399 BLOCK,POPE ST,0,,,,,411.05883621590203,,,,,,,
"MULTILINESTRING ((-122.486131280987 37.753820408501, -122.486001405277 37.75195573168))",3370,1589000,28TH,AVE,,NORIEGA ST,ORTEGA ST,0,,,,,680.05619612821999,,,,,,,
"MULTILINESTRING ((-122.36315927174 37.728882095968, -122.362838126965 37.729238902198))",1148,19824000,UNNAMED #098,,,UNNAMED #100,UNNAMED #095,0,,,,,159.715111712604,,,,,,,
"MULTILINESTRING ((-122.403199245053 37.741890824568, -122.403306244287 37.74181650334, -122.403445900146 37.741677325594, -122.403623952851 37.741480667849))",14479,2737000,BARNEVELD,AVE,,OAKDALE AVE,PALOU AVE,0,,,,,194.11182129330203,,,,,,,
"MULTILINESTRING ((-122.400036027839 37.77052005335, -122.399058923968 37.769737276001))",4029,379000,07TH,ST,,BERRY ST,CHANNEL ST,25,,,,,401.28187171348003,,,,,,,
"MULTILINESTRING ((-122.465366092878 37.780970432768, -122.465489189213 37.781041542696, -122.466310309797 37.781002766465, -122.466440125906 37.780929528566))",5955,6063201,GEARY,BLVD,,07TH AVE,08TH AVE,25,,,,,327.77593337220804,,,,,,,
"MULTILINESTRING ((-122.460626113257 37.709678429232, -122.460657392249 37.709553679309, -122.461153180354 37.70909018552))",15560,10989000,RHINE,ST,,DE LONG ST,WILSON ST,0,,,,,267.81206892453099,,,,,,,
"MULTILINESTRING ((-122.451159881923 37.731541785654, -122.451260907744 37.731580376532, -122.453339023275 37.731567392813, -122.45342455904 37.731535584516))",14736,9279201,MONTEREY,BLVD,,GENNESSEE ST,RIDGEWOOD AVE,25,,,,,660.77351249230696,,,,,,,
"MULTILINESTRING ((-122.426404376438 37.73367995698, -122.429317608811 37.730747113005))",11253,9150000,MISSION,ST,,BOSWORTH ST,TRUMBULL ST,0,,,,,1360.3171097040499,,,,,,,
"MULTILINESTRING ((-122.477513967965 37.716019161421, -122.478307901461 37.715934649316, -122.478444910976 37.715914992388))",15201,6299000,GONZALEZ,DR,,JOSEPHA AVE,GARCES DR,0,,,,,271.99110861727701,,,,,,,
"MULTILINESTRING ((-122.432927466013 37.784359999894, -122.433096616756 37.785155884023))",10179,5547000,FILLMORE,ST,,GEARY BLVD,POST ST,0,,,,,293.91526677635704,,,,,,,
"MULTILINESTRING ((-122.483305355687 37.759553451924, -122.484378394292 37.759506139854))",8323,7863000,KIRKHAM,ST,,25TH AVE,26TH AVE,0,,,,,310.69791847297,,,,,,,
"MULTILINESTRING ((-122.376651238474 37.732501068933, -122.377661828484 37.733074821021))",13501,7256000,INNES,AVE,,HUNTERS POINT BLVD,HAWES ST,0,,,,,359.26889311691298,,,,,,,
"MULTILINESTRING ((-122.396315218579 37.793261297677, -122.396403628611 37.793668725394))",1784,4969000,DRUMM,ST,,MARKET ST,CALIFORNIA ST,0,,,,,150.54868662346499,,,,,,,
"MULTILINESTRING ((-122.454417241805 37.765237867334, -122.454230484487 37.764315886429))",2129,13642000,WILLARD,ST,,CARL ST,PARNASSUS AVE,0,,,,,340.05141850180399,,,,,,,
"MULTILINESTRING ((-122.43035758687 37.758760939573, -122.43257428946 37.758627321773))",11792,4550000,CUMBERLAND,ST,,SANCHEZ ST,NOE ST,0,,,,,642.70943891366505,,,,,,,
"MULTILINESTRING ((-122.416400736566 37.765254437839, -122.416240483887 37.763640080966))",7283,11834000,SHOTWELL,ST,,16TH ST,17TH ST,0,,,,,589.68881753215101,,,,,,,
"MULTILINESTRING ((-122.446434929802 37.785375207819, -122.446260444255 37.784443255939))",1954,10768000,PRESIDIO,AVE,,BUSH ST,SUTTER ST,0,,,,,343.09644016603301,,,,,,,
"MULTILINESTRING ((-122.408858963655 37.775958174419, -122.408959958263 37.775878390203))",8291,5675000,FOLSOM,ST,,HALLAM ST,RAUSCH ST,25,,,,,41.185484646208998,,,,,,,
"MULTILINESTRING ((-122.435201178433 37.762675649157, -122.435313724669 37.762569317564, -122.435346100877 37.762549442821, -122.436183526213 37.762142749878, -122.436255021774 37.762142567237))",12313,8768101,MARKET,ST,,17TH ST,COLLINGWOOD ST,30,,,,,366.87543450647303,,,,,,,
"MULTILINESTRING ((-122.406318782881 37.763258831312, -122.407318059544 37.763192746323))",5596,8729000,MARIPOSA,ST,,UTAH ST,POTRERO AVE,0,,,,,289.88124697068304,,,,,,,
"MULTILINESTRING ((-122.379947584494 37.731287847153, -122.380288018784 37.731414039826))",13959,8869000,MATTHEW,CT,,ESPANOLA ST,END: 1-25 BLOCK,0,,,,,108.653982341022,,,,,,,
"MULTILINESTRING ((-122.396757089464 37.768504761529, -122.397319661285 37.769164844053, -122.397501588413 37.769691740938, -122.397606448601 37.770217349119, -122.397715807571 37.771127556641, -122.397756345571 37.772238684932, -122.397677684862 37.77272387542, -122.397532717621 37.77322682212, -122.397324194918 37.773558705959, -122.396996955364 37.773876856824, -122.396649993524 37.774195322178, -122.396338515342 37.774522897827, -122.396366015739 37.774656106141))",953,19288000,I-280 N OFF,RAMP,,I-280 NORTHBOUND,05TH ST,99,,,,,2423.24031012559,,,,,,,
"MULTILINESTRING ((-122.495630447858 37.759009434469, -122.496165707359 37.758986059648))",8334,7876000,KIRKHAM,ST,,SUNSET BLVD,37TH AVE,0,,,,,154.980770058122,,,,,,,
"MULTILINESTRING ((-122.47499167624 37.713671848936, -122.474121522476 37.713228190265))",8764,19888000,CHURCH PARKING LOT,,,UNNAMED #124,UNNAMED #124,0,,,,,299.10521028744103,,,,,,,
"MULTILINESTRING ((-122.449579789118 37.718037468441, -122.44986800366 37.718127631549))",10996,11021000,RIDGE,LN,,SAN MIGUEL ST,CAINE AVE,0,,,,,89.602513752601496,,,,,,,
"MULTILINESTRING ((-122.36596563762 37.725855532131, -122.364585548203 37.726173352134))",1422,19714000,SPEAR,AVE,,MORRELL ST,VAN KEUREN AVE,0,,,,,415.60871715310901,,,,,,,
"MULTILINESTRING ((-122.466843558699 37.786573077159, -122.4667076666 37.784720463975))",2384,387000,08TH,AVE,,LAKE ST,CALIFORNIA ST,0,,,,,675.7715777760601,,,,,,,
"MULTILINESTRING ((-122.50027077246 37.771841246095, -122.501340937075 37.771792351042))",15088,5947000,FULTON,ST,,40TH AVE,41ST AVE,30,,,TAMAMABDALLAH,05/11/2016 06:38:55 PM +0000,309.84985046692799,,,,,,,
"MULTILINESTRING ((-122.45606626055 37.713198497709, -122.456074638899 37.714081697399))",11379,10514000,PLYMOUTH,AVE,,BROAD ST,FARALLONES ST,25,,,,,321.62250624384001,,,,,,,
"MULTILINESTRING ((-122.452797341662 37.734419146076, -122.45296243228 37.734377194066, -122.453276976498 37.734231796288, -122.45357616895 37.734030054543, -122.453824654069 37.733985765269, -122.45406457382 37.734064803333, -122.454526500735 37.734500151259, -122.454721613959 37.734624122565, -122.45492570118 37.734660152781, -122.455241039678 37.734635212224, -122.45550891091 37.734693474371, -122.45565440895 37.734759444177))",16306,8497000,LOS PALMOS,DR,,LULU ALY,BURLWOOD DR,0,,,,,978.11734854233305,,,,,,,
"MULTILINESTRING ((-122.459488872567 37.789715501749, -122.459938382609 37.789547547316, -122.468666647209 37.787788332586, -122.468983703672 37.788045750783, -122.469128136677 37.788125905286, -122.469360486722 37.788173474749, -122.469806030231 37.7882521938, -122.470167650593 37.788374891294, -122.470283859121 37.788454380693, -122.470354725263 37.78855077524, -122.47037202192 37.788706721374, -122.470285679602 37.789137965172, -122.470177736948 37.789492206102, -122.469888643125 37.790021392726, -122.469819131503 37.790141004472, -122.469788376441 37.790269121901, -122.469837279217 37.790395906939, -122.469950051961 37.790493147841, -122.47020882269 37.790628086689, -122.470433389406 37.790666443982, -122.47058705465 37.790640481436, -122.470685856849 37.790584004865, -122.470822120984 37.790472793962, -122.471117032623 37.790250149638, -122.471393124242 37.790091849721))",12039,19916000,WEST PACIFIC,AVE,,ARGUELLO BLVD,PARK BLVD,0,,,,,4587.5795193214199,,,,,,,
